marker_x,marker_z
7.325,11.496
7.208,10.563
6.526,11.050
7.731,11.460
6.380,10.034
6.617,10.872
7.188,10.714
6.548,11.307
6.762,10.657
6.823,11.878
7.734,11.046
7.653,11.666
6.729,11.411
7.228,10.765
6.468,11.577
7.116,10.339
6.853,10.651
6.555,13.993
6.107,13.855
7.206,13.770
6.027,13.019
6.920,13.094
6.410,13.546
6.092,13.961
6.723,13.666
7.156,12.705
6.064,12.783
6.787,13.633
7.501,12.734
7.379,12.861
7.817,12.771
7.342,13.645
6.766,12.078
6.808,13.534
6.858,12.636
6.288,12.652
7.776,12.247
6.841,13.418
6.452,12.530
7.340,13.024
6.898,13.706
7.369,12.973
6.822,12.978
7.334,13.007
7.119,12.317
6.347,13.712
7.282,12.481
7.428,13.140
6.802,13.061
6.618,13.739
7.621,13.372
7.541,12.916
7.694,12.018
7.983,13.539
6.733,13.911
6.057,13.697
6.183,12.592
6.516,12.019
6.503,12.640
6.763,13.879
7.807,13.991
7.140,12.792
6.937,12.984
7.046,12.307
7.013,13.945
7.446,12.724
6.547,14.104
7.341,15.935
6.161,15.693
6.759,14.713
7.984,15.996
7.823,15.745
7.786,15.202
6.466,14.738
6.916,14.843
6.355,14.905
6.102,14.648
7.581,15.140
6.169,14.619
7.682,15.192
7.763,14.140
7.564,14.167
7.103,14.937
7.875,15.647
7.869,15.696
6.397,15.759
6.248,15.154
6.028,15.494
7.226,15.475
7.900,15.590
7.184,14.722
7.205,15.302
6.849,14.245
6.301,15.355
7.679,15.784
6.632,14.403
7.727,14.116
6.060,15.309
6.066,14.036
7.143,14.549
7.822,15.515
6.936,15.059
6.881,15.819
7.876,15.833
6.336,14.413
6.308,14.598
7.740,15.474
6.220,14.850
7.212,15.798
6.747,15.600
7.478,14.946
7.007,15.109
7.894,15.408
6.833,14.953
7.527,15.631
6.959,17.703
7.337,17.699
7.229,16.555
6.551,16.483
6.384,16.215
7.261,16.082
7.998,17.345
6.331,16.360
6.119,17.890
6.662,17.390
7.177,17.599
6.891,16.628
7.729,17.045
7.567,16.611
6.594,17.465
6.888,16.014
6.948,16.731
6.044,17.860
6.939,17.755
7.241,17.705
6.379,16.653
6.459,17.609
6.086,16.979
6.015,16.702
7.433,17.329
6.985,16.163
6.662,16.641
6.555,17.419
7.532,16.505
6.357,17.384
6.867,16.774
6.864,17.538
6.549,17.821
7.883,16.671
6.544,17.727
6.242,16.104
6.503,17.724
6.700,17.184
6.503,16.209
7.166,17.886
6.507,16.632
6.280,16.322
7.085,17.576
6.420,17.972
6.965,16.346
6.193,16.449
7.988,16.369
7.484,16.619
7.011,17.720
7.111,19.870
7.334,19.102
6.162,18.362
7.209,18.567
7.065,18.060
7.991,19.307
7.465,19.360
7.498,19.830
6.957,19.136
7.142,18.816
7.748,18.997
6.387,19.991
7.312,19.589
7.107,19.304
6.088,19.738
7.398,19.740
6.293,18.256
7.410,18.076
6.918,19.225
6.764,18.884
6.951,18.551
6.105,18.108
7.911,18.634
6.375,19.515
7.739,18.935
6.341,18.336
7.114,19.273
7.970,19.421
6.266,19.650
6.184,18.194
7.328,19.434
6.584,19.754
6.309,19.692
7.688,18.403
7.741,19.498
7.246,18.939
6.064,18.034
7.214,18.008
6.812,19.280
6.919,18.842
7.662,19.112
7.003,19.675
6.406,19.636
7.699,19.182
7.919,18.542
7.994,19.219
7.170,18.314
7.259,18.198
6.351,19.100
9.893,1.402
9.175,0.052
8.547,1.558
8.425,0.951
8.497,1.968
9.790,0.934
8.725,1.528
8.074,0.123
8.262,1.931
8.822,0.988
9.372,0.382
9.447,1.234
8.123,0.119
8.893,1.042
9.923,0.071
9.923,0.468
8.566,1.956
9.076,1.818
8.369,0.131
8.366,0.803
9.947,0.508
9.779,1.293
9.199,1.852
8.635,1.486
8.063,1.768
8.875,0.293
8.598,0.691
8.338,1.761
8.970,0.196
9.085,0.347
8.888,0.933
8.842,0.845
9.059,0.508
8.613,1.792
8.229,0.609
8.533,0.155
8.369,1.714
9.026,0.118
9.562,0.659
9.319,1.781
9.164,1.411
8.390,0.575
8.800,0.342
8.394,1.220
9.747,0.317
9.650,1.023
8.280,0.909
9.238,0.344
9.536,1.063
8.265,3.030
9.457,3.507
9.882,2.634
9.381,3.232
9.089,3.232
8.843,3.351
8.412,2.652
9.136,2.647
8.504,2.924
9.212,2.131
9.728,3.768
8.477,2.910
9.804,3.921
8.038,2.684
9.552,2.138
8.975,3.192
9.828,2.653
9.192,3.902
9.684,2.931
9.413,2.272
8.840,2.519
9.889,3.896
8.511,2.804
8.363,2.826
9.666,2.491
8.883,3.416
8.768,2.627
9.997,3.965
8.074,3.960
9.911,3.507
8.539,2.465
9.164,2.025
8.406,3.842
8.388,3.431
9.521,2.798
9.708,3.607
8.463,3.929
9.355,2.825
8.528,2.004
8.040,2.862
9.639,2.488
8.671,2.116
8.251,2.081
9.955,3.037
8.300,2.117
9.462,3.189
9.266,2.623
8.706,2.257
8.418,3.841
9.812,4.298
9.288,5.050
8.321,5.569
9.456,5.469
9.711,5.228
9.685,5.085
8.176,5.229
9.498,4.192
9.250,4.715
9.230,5.475
8.814,5.239
9.635,5.435
8.067,4.104
9.112,4.974
9.016,4.143
9.595,5.959
8.041,5.266
9.194,5.565
8.119,4.057
8.626,5.215
9.238,4.762
9.518,5.938
9.591,5.964
9.630,4.941
9.104,4.258
9.067,5.219
9.847,5.252
8.546,5.017
8.915,5.186
9.769,4.943
8.320,5.503
8.981,5.564
9.469,5.661
9.757,5.281
8.783,4.529
8.095,5.300
8.031,5.644
9.875,5.520
9.919,4.668
9.734,4.136
8.530,4.354
9.439,4.784
9.140,5.315
8.808,4.030
9.005,5.936
9.241,5.016
9.658,5.717
8.931,4.089
8.297,5.374
9.810,6.203
8.806,6.009
9.299,7.923
9.996,6.652
8.917,7.848
9.606,6.504
8.822,7.240
9.639,7.172
8.335,6.703
9.593,7.232
9.514,7.702
9.150,6.414
9.846,6.744
8.883,7.730
9.114,7.029
8.541,6.855
8.499,7.394
9.492,7.079
8.982,7.344
8.853,7.130
9.117,6.002
9.909,6.196
9.221,7.779
8.352,7.445
8.056,6.573
8.917,6.368
9.065,7.327
9.977,7.244
8.212,6.737
8.658,6.048
8.512,7.940
8.032,7.120
9.280,6.982
8.959,7.888
9.205,7.885
8.133,6.982
9.260,6.127
8.900,6.032
8.565,7.342
8.405,6.469
9.216,7.052
9.635,7.652
9.177,6.256
9.922,7.611
9.282,6.670
8.461,6.740
9.416,6.442
8.409,7.743
9.925,6.157
8.138,8.145
9.338,9.932
9.182,8.676
8.445,9.428
9.462,9.862
9.806,9.579
9.345,8.102
8.741,9.862
9.085,9.574
8.877,9.908
9.237,9.264
8.310,9.280
8.581,9.437
9.434,8.218
9.126,8.866
8.515,9.172
8.771,9.121
8.066,9.933
9.154,9.241
8.083,8.172
9.291,9.099
9.206,8.204
8.531,8.764
9.870,9.785
9.415,8.188
8.507,9.760
9.985,8.514
8.863,8.366
8.120,9.333
9.484,9.011
9.450,9.189
9.445,9.341
9.413,9.651
9.386,8.397
9.020,8.270
9.896,9.690
8.895,8.718
8.338,8.992
9.137,9.439
8.153,8.669
9.586,9.109
9.719,9.355
8.040,8.235
8.821,8.790
8.994,9.184
9.796,8.629
8.459,9.976
9.424,9.042
9.432,8.133
8.606,11.898
9.562,11.918
9.920,10.376
9.595,11.257
8.091,11.783
8.147,11.671
9.456,11.422
9.373,11.516
9.478,10.296
9.091,11.863
8.374,10.476
9.928,11.310
9.915,10.943
9.044,11.054
9.470,11.715
9.008,10.525
8.349,11.071
9.373,10.900
8.504,11.684
9.523,10.815
8.664,10.477
8.358,11.568
9.954,10.016
9.362,10.149
8.063,10.250
8.639,11.396
8.028,10.411
8.463,11.591
8.696,11.883
9.909,10.813
8.917,11.862
9.134,10.349
8.548,10.614
8.860,10.499
8.308,10.133
9.627,11.056
9.570,11.037
8.380,11.801
8.136,11.483
8.952,11.311
9.063,10.946
9.996,11.395
8.599,10.644
8.950,11.472
8.307,11.444
9.569,10.203
9.409,11.049
9.615,10.691
8.449,11.286
8.243,12.555
8.304,13.304
9.664,13.203
9.632,13.489
8.636,13.603
8.803,13.921
8.354,12.869
9.381,12.176
8.288,12.984
9.218,12.288
8.554,13.959
8.230,13.684
8.355,12.740
8.905,13.902
9.069,12.197
8.613,13.911
9.554,13.474
9.780,13.839
8.205,12.046
8.989,13.921
9.361,12.768
9.070,12.487
8.592,12.250
9.232,13.793
8.453,13.849
9.325,13.516
9.253,13.620
9.258,12.722
8.405,12.500
9.673,12.112
8.926,13.076
8.909,13.374
8.636,12.222
8.332,13.445
8.633,13.933
9.090,12.485
8.601,13.656
8.361,13.403
9.502,12.445
8.145,13.714
9.241,12.239
8.675,13.566
9.835,12.587
9.497,12.740
9.675,12.121
8.297,12.430
9.428,13.100
8.524,12.623
9.146,12.331
9.872,14.888
9.145,14.779
8.697,15.394
8.217,15.187
8.417,15.953
9.735,14.007
8.960,15.917
9.216,14.964
9.335,14.736
9.903,14.554
8.365,15.984
9.930,14.806
9.672,14.673
9.631,15.605
9.952,14.667
8.554,15.891
8.622,14.000
8.748,14.056
9.885,14.924
9.881,14.842
9.287,14.483
8.750,15.053
9.830,14.446
8.752,15.398
9.685,14.389
9.871,14.777
8.594,14.759
8.749,14.319
9.005,15.717
9.402,15.486
9.004,14.580
8.141,15.558
9.119,15.675
9.263,14.804
8.040,15.413
9.078,14.669
9.337,14.401
8.822,15.260
8.219,15.402
8.038,15.477
8.416,14.948
8.967,14.075
8.227,15.436
9.523,14.986
9.816,15.503
9.422,15.204
8.801,15.497
9.001,14.548
8.210,15.866
9.324,17.623
9.864,17.261
9.105,17.274
9.242,16.180
9.038,17.869
8.907,16.954
9.075,17.699
8.532,17.901
9.229,16.829
8.619,16.447
9.456,17.697
9.937,17.032
9.183,16.780
9.776,16.615
8.042,16.643
9.057,17.593
8.376,16.674
9.368,16.933
9.072,17.829
9.992,17.351
9.296,17.683
9.982,17.329
9.675,17.126
9.352,17.797
9.510,16.984
8.440,16.287
9.564,17.903
9.515,16.370
8.990,17.799
9.677,17.196
9.983,16.183
9.131,16.936
8.678,17.684
9.876,16.954
9.902,16.065
8.886,16.513
8.307,17.069
8.848,16.820
9.464,17.382
8.503,16.248
9.475,16.045
9.670,17.512
8.674,17.619
9.005,16.644
9.962,17.408
9.563,16.561
9.354,16.075
8.220,17.038
9.300,17.939
8.026,19.913
8.329,18.279
9.540,19.322
9.596,19.953
8.221,19.781
9.879,18.651
9.929,19.927
9.601,19.082
9.603,18.742
9.430,19.420
9.179,18.045
8.028,18.316
9.804,18.096
8.501,19.784
8.421,18.104
8.126,18.290
9.768,18.461
8.901,19.328
9.879,18.502
9.499,19.828
8.127,18.627
8.172,19.683
9.882,18.573
9.176,18.725
8.844,18.660
8.283,18.447
9.118,19.824
9.930,18.795
8.086,19.248
9.580,19.342
8.144,19.404
9.852,19.149
8.363,19.310
9.978,18.633
8.142,19.834
9.165,19.745
9.909,19.838
9.405,19.789
8.931,18.984
8.304,19.169
9.313,18.009
9.501,18.401
8.218,18.296
9.225,18.680
9.405,19.529
8.561,19.339
8.113,19.266
9.985,18.492
8.387,19.237
11.731,0.176
10.881,0.166
10.556,0.322
10.217,1.956
10.454,0.842
11.954,1.021
11.898,0.170
10.239,1.598
11.161,1.545
10.187,0.840
10.280,1.367
10.069,0.510
11.225,0.932
11.364,1.085
10.847,1.856
11.727,1.080
10.147,0.504
10.959,1.406
10.445,1.735
11.018,1.585
10.006,1.279
10.144,1.610
11.686,1.047
10.167,0.295
11.156,0.708
11.043,1.894
10.274,1.817
11.701,1.827
11.166,1.837
11.244,1.316
11.571,0.341
11.582,1.739
11.021,0.723
11.553,0.525
10.418,1.727
11.589,1.390
10.563,0.097
11.005,0.738
10.208,0.681
10.953,1.034
11.188,1.277
11.121,0.962
11.202,0.551
11.235,1.178
11.792,0.334
11.415,1.477
10.103,0.610
10.465,0.180
11.965,0.505
10.151,3.558
10.875,3.599
10.522,2.101
10.437,2.858
10.354,3.452
10.814,3.516
11.764,2.808
10.774,3.205
11.064,2.608
11.867,3.653
10.916,2.323
10.321,3.265
11.849,2.148
11.201,2.887
10.200,3.426
10.400,2.082
10.554,3.599
11.028,2.218
11.717,2.510
11.754,3.686
10.319,3.866
11.671,3.558
11.082,2.674
11.242,3.005
11.831,2.459
11.887,2.771
10.305,3.084
11.785,2.035
10.832,2.973
10.435,2.961
11.925,2.568
11.561,2.250
10.877,2.808
10.899,2.012
10.392,3.470
10.451,3.266
11.344,3.153
11.755,2.377
10.701,3.753
11.733,3.755
10.691,3.207
11.693,3.114
10.273,3.347
11.028,2.612
10.962,2.657
10.190,2.182
10.089,2.754
10.496,2.367
11.545,2.407
11.326,4.972
11.074,5.898
10.280,4.847
10.183,5.551
10.855,5.103
11.726,5.226
11.201,5.093
11.227,4.602
10.528,5.454
11.003,5.060
10.708,5.525
11.150,4.968
11.661,5.462
10.454,5.200
10.064,4.352
11.297,4.678
11.957,4.651
11.602,4.773
10.802,4.240
11.901,4.359
11.573,4.430
10.576,4.338
10.413,5.222
11.334,5.461
10.446,4.126
11.993,4.233
11.292,5.867
10.619,4.737
10.856,5.276
10.096,5.180
10.939,4.690
11.186,4.968
11.254,4.164
11.131,5.137
11.395,5.818
11.880,5.938
11.325,4.615
10.981,4.396
11.946,4.905
11.219,5.660
10.315,5.026
10.052,4.938
11.064,5.291
10.905,5.857
10.596,5.662
11.401,4.034
11.604,4.425
10.573,5.686
10.490,4.191
10.124,6.093
11.245,6.518
11.810,7.712
10.337,7.477
11.986,6.770
10.192,7.468
11.403,6.139
11.815,7.614
11.300,7.312
10.118,6.016
11.855,7.284
10.515,6.219
10.069,7.161
10.357,7.165
11.136,6.303
11.753,6.971
10.361,6.808
11.353,7.838
11.696,6.170
11.648,6.396
11.945,6.892
11.355,6.802
10.718,6.902
11.440,6.912
11.173,7.551
10.359,6.822
11.631,7.035
11.057,6.112
11.113,6.026
11.308,7.080
10.864,7.352
11.941,6.308
10.932,6.512
10.532,7.840
11.855,6.859
11.112,6.318
10.528,6.256
11.450,7.358
10.309,7.012
10.494,7.504
10.416,7.916
11.508,7.050
10.705,6.191
11.482,6.064
10.856,6.154
10.379,6.905
10.057,6.430
10.765,7.567
10.238,6.494
11.408,9.146
10.916,8.392
11.391,9.747
10.716,8.421
10.306,8.150
11.633,8.597
11.095,9.537
11.090,8.730
11.095,8.606
11.864,8.895
11.861,8.363
10.937,9.134
11.306,9.933
11.330,8.195
10.750,9.677
11.996,8.111
10.419,8.943
11.822,8.444
11.964,8.753
10.802,9.004
11.565,8.754
10.461,8.848
10.172,8.722
10.565,8.378
10.466,9.956
10.205,8.352
11.076,8.859
10.304,8.617
11.635,8.023
11.608,8.369
11.231,9.129
11.234,8.777
11.814,8.979
11.826,9.750
11.120,8.968
10.392,9.689
10.679,9.310
10.875,8.016
11.470,8.329
11.525,9.307
10.777,8.131
11.139,8.832
10.823,8.966
11.221,8.315
10.726,9.596
10.131,9.735
10.358,9.975
10.291,9.972
11.658,9.565
10.496,10.110
11.961,11.585
10.404,10.219
10.916,10.520
11.270,11.417
11.542,11.193
11.968,10.029
10.998,10.722
10.390,11.664
11.611,11.657
11.261,10.005
11.752,11.633
10.450,10.140
11.093,11.832
10.821,11.238
11.825,11.575
11.710,10.387
10.401,11.361
11.070,10.404
11.353,11.647
10.353,11.427
11.757,11.712
11.201,11.115
11.909,11.885
11.992,11.241
10.761,11.471
11.313,11.525
11.698,11.682
10.428,10.492
11.209,11.877
11.789,10.178
10.004,10.446
11.662,10.504
11.168,10.613
11.932,10.110
10.882,10.518
11.145,11.488
10.295,11.844
11.848,11.201
10.105,10.337
10.294,11.019
10.405,10.508
11.575,10.777
11.361,11.848
10.242,10.762
11.292,10.852
11.472,10.460
11.695,10.174
10.854,11.448
11.801,13.225
11.847,13.272
10.206,13.523
10.978,12.101
10.148,13.113
11.841,12.985
11.994,13.357
11.956,13.517
11.490,12.430
11.560,13.723
11.351,12.804
10.381,13.985
10.741,13.060
11.462,13.811
10.211,13.322
10.105,13.269
10.652,12.639
10.984,13.883
11.842,13.613
11.498,12.832
11.122,12.601
10.428,13.227
11.794,12.789
11.952,12.313
11.773,12.463
10.093,12.389
10.090,13.782
11.645,12.255
11.769,12.365
10.661,12.024
10.677,13.013
10.543,13.077
10.886,13.862
10.822,12.001
10.118,12.302
10.661,12.307
11.835,12.956
10.167,12.750
11.536,13.036
11.568,12.053
11.827,13.393
11.311,12.863
11.813,12.577
11.150,12.733
11.398,12.198
11.283,12.953
10.032,12.933
11.611,13.049
10.480,13.463
10.157,15.746
11.175,15.667
10.737,14.217
11.715,14.388
10.930,14.438
11.066,15.066
10.401,14.441
11.033,15.572
10.663,15.298
10.568,15.547
10.319,15.638
11.466,15.547
10.858,14.513
11.026,15.330
11.062,14.420
10.223,15.572
11.092,15.298
10.967,14.348
10.310,15.314
11.007,14.669
11.902,15.240
10.040,14.408
10.362,14.245
11.588,14.911
10.912,15.905
10.213,15.613
10.894,14.256
10.621,14.967
10.226,14.685
10.222,15.016
10.964,15.490
11.717,15.885
11.048,14.904
11.260,15.544
10.274,15.414
10.765,15.132
11.578,14.167
11.927,15.156
11.675,15.296
10.500,14.887
10.133,14.961
10.423,14.257
10.925,14.931
10.324,14.574
11.538,15.509
11.995,15.364
11.697,15.620
11.377,15.657
10.755,14.870
11.632,17.022
11.837,17.393
10.857,16.676
11.768,16.290
10.008,17.963
10.875,16.486
11.590,16.535
11.712,16.804
10.681,17.525
10.775,17.073
10.850,16.045
10.261,17.090
10.534,16.311
11.951,17.235
10.431,17.707
10.257,17.566
11.475,17.108
10.519,17.191
11.964,17.759
11.593,16.745
11.379,16.048
10.809,17.773
11.491,16.457
10.350,17.836
10.285,16.025
11.121,17.154
11.285,16.621
11.173,17.594
11.839,16.354
10.731,17.822
10.916,16.417
10.909,17.424
11.993,16.690
10.152,17.811
11.577,16.404
11.489,16.730
10.946,17.190
10.640,16.173
11.650,16.816
10.058,16.519
10.345,16.927
10.952,16.705
11.528,17.105
10.363,17.250
11.723,16.554
11.355,17.930
11.687,17.730
11.380,16.938
10.200,17.220
10.881,19.318
10.002,18.194
11.200,19.505
11.428,19.730
11.839,19.767
10.323,19.335
10.162,19.379
11.783,19.964
11.569,18.325
10.290,19.863
11.235,18.349
11.811,18.536
11.451,19.171
10.406,19.153
11.650,18.666
10.927,18.713
11.164,18.840
10.357,18.277
11.786,18.392
11.357,18.575
10.193,19.698
10.583,19.303
11.298,19.005
11.333,19.432
10.586,19.671
11.095,18.824
10.503,19.246
11.541,18.485
10.962,18.219
11.552,19.754
11.014,19.228
10.814,19.745
11.771,18.566
10.572,19.363
11.619,18.778
11.077,19.191
11.799,18.172
10.312,19.570
11.416,18.047
11.545,18.188
11.928,19.464
10.280,19.478
10.197,18.357
10.165,19.150
10.142,18.811
10.413,18.165
10.077,19.305
10.314,19.456
11.784,19.748
13.389,1.724
12.383,0.109
12.745,1.608
13.069,0.457
12.206,0.549
13.779,1.220
12.776,1.653
13.836,1.489
12.994,0.878
13.655,0.162
12.744,1.842
13.557,1.746
13.092,0.580
12.758,1.642
13.695,1.546
12.599,0.702
12.364,1.192
13.074,1.897
12.329,0.418
12.726,0.883
13.773,0.214
12.961,1.298
13.200,1.810
12.859,0.592
13.197,1.640
13.532,1.201
12.155,0.435
12.088,0.886
12.503,0.755
12.288,1.046
13.034,0.281
13.923,0.805
13.865,1.167
12.002,1.713
13.613,0.777
13.804,0.843
13.335,0.103
12.849,1.121
12.802,1.204
13.863,0.681
13.665,1.943
13.791,0.078
13.085,1.363
12.926,1.156
12.374,0.008
13.210,0.387
12.222,0.486
13.775,0.497
13.071,0.607
12.788,3.193
12.190,2.400
13.653,2.794
12.025,3.317
12.643,3.588
13.378,2.943
12.023,2.727
13.983,3.526
13.712,3.461
12.035,3.627
13.576,2.542
13.244,3.223
13.380,2.597
12.964,3.552
12.489,3.281
13.975,2.035
12.366,2.035
13.466,3.569
13.932,2.253
13.787,2.517
12.856,3.665
12.539,2.698
12.827,2.764
12.550,3.693
13.884,2.077
13.318,2.787
13.854,2.094
12.464,2.841
13.966,2.671
12.775,3.429
12.709,3.721
13.383,3.534
12.983,4.000
12.662,3.126
12.616,3.800
13.382,3.930
13.311,2.375
13.707,2.701
12.078,3.889
12.578,3.311
12.210,2.720
13.059,2.966
13.889,3.923
12.200,2.870
13.450,3.665
12.984,2.632
13.394,3.445
12.912,2.751
12.197,2.908
12.808,4.474
13.989,5.079
12.379,5.342
13.147,4.808
12.117,5.748
13.888,4.259
12.090,4.806
13.906,4.241
13.196,4.851
12.125,5.204
13.429,4.878
13.625,4.700
12.731,4.237
13.812,5.143
12.992,4.897
12.881,4.647
12.749,5.582
12.650,4.796
13.162,4.104
12.813,4.115
12.816,5.197
12.685,5.097
13.924,4.170
13.499,5.559
13.481,5.690
13.314,4.173
13.940,5.996
13.597,4.958
12.972,5.884
13.547,4.567
12.866,4.743
13.219,5.164
13.142,4.980
13.510,4.717
12.926,5.128
12.070,5.509
12.664,4.967
13.207,4.686
13.727,4.957
12.830,5.652
13.475,5.294
12.525,4.130
12.335,4.919
13.784,5.682
12.471,5.775
12.493,4.532
12.590,4.624
12.706,4.469
12.456,5.759
13.791,7.675
13.680,6.889
13.995,6.266
12.334,7.543
12.505,6.372
13.962,6.281
13.052,7.562
12.554,6.036
13.136,7.436
12.029,7.903
13.918,6.181
13.808,6.672
12.859,6.915
13.030,6.436
12.153,6.635
12.973,7.574
13.029,7.562
12.245,7.426
12.973,7.724
12.310,7.970
13.943,6.563
13.903,6.821
12.629,6.392
13.907,6.854
12.839,7.517
13.248,6.767
13.041,7.824
13.373,7.904
13.163,6.658
13.867,7.640
13.681,7.796
12.787,6.643
13.073,7.333
12.254,6.337
12.706,7.285
12.890,7.854
13.197,6.732
13.635,6.818
13.340,7.310
12.533,7.245
13.638,6.858
13.033,6.892
13.510,6.042
13.370,7.359
12.239,7.761
13.594,7.256
12.723,6.152
13.804,7.746
12.083,7.007
12.153,8.786
12.204,8.410
12.183,9.368
12.256,9.411
12.058,8.075
12.276,9.544
13.246,9.270
13.852,9.010
13.235,9.221
12.993,8.332
13.815,9.489
13.232,9.290
13.515,9.870
12.027,9.961
13.744,8.224
12.532,9.664
13.200,9.498
13.793,8.628
12.113,9.243
13.422,8.197
12.882,9.958
13.838,8.385
12.671,9.552
12.108,8.583
12.519,8.262
12.472,8.249
12.537,9.309
13.599,9.373
13.750,9.628
13.651,9.548
12.139,9.983
13.206,9.447
13.466,8.760
13.109,9.525
12.413,8.775
13.307,9.749
12.633,9.394
13.742,9.188
13.247,9.279
13.349,9.253
12.362,8.083
12.239,9.413
13.177,8.393
13.110,9.198
13.226,8.240
12.967,9.296
12.333,9.489
13.203,9.562
13.834,8.423
13.103,10.752
12.631,11.823
12.839,11.787
12.647,10.875
13.016,11.369
13.223,10.198
12.830,11.755
13.054,10.316
13.901,11.507
13.189,10.883
13.847,11.020
13.689,10.978
12.660,11.655
13.483,11.774
13.934,10.277
14.000,11.898
12.037,10.024
12.128,10.805
13.256,11.096
13.072,10.454
12.001,10.407
12.663,10.620
12.116,11.890
13.696,10.154
12.375,10.276
13.838,11.480
12.207,10.152
13.691,10.677
12.725,11.133
12.557,10.428
13.121,10.923
12.472,10.162
13.485,11.115
12.075,10.707
12.110,11.521
12.869,11.746
12.349,11.844
13.443,11.420
13.088,10.520
12.204,10.353
13.894,11.525
12.204,11.447
12.895,10.973
12.602,11.733
12.472,10.304
12.338,11.606
12.801,11.892
12.571,11.752
12.335,11.865
13.457,13.071
13.263,13.972
13.814,13.931
13.025,13.283
13.249,12.032
13.938,13.567
13.303,13.233
12.000,13.126
13.177,12.611
12.933,12.922
12.602,12.106
12.522,13.804
13.420,12.027
13.321,12.640
12.431,12.767
12.787,12.174
13.071,12.008
12.894,12.419
12.491,13.747
12.308,12.392
13.583,12.456
13.169,12.020
12.534,12.675
13.550,13.009
13.461,13.362
13.653,12.501
12.682,13.317
12.810,12.329
12.209,12.970
13.343,13.685
12.997,12.871
12.352,12.006
13.528,12.186
13.489,13.896
12.301,13.500
13.787,12.899
13.758,13.253
13.599,13.928
12.250,12.122
12.711,13.170
13.572,12.652
12.699,13.275
12.649,12.452
12.582,12.640
12.926,12.276
13.839,12.608
12.027,13.289
13.855,13.386
13.251,12.840
13.851,14.500
13.454,15.054
12.366,14.595
12.899,15.545
12.357,14.402
13.613,14.581
12.965,15.666
13.838,15.993
12.030,15.873
13.119,14.157
12.397,15.560
13.601,14.351
12.095,14.052
12.093,14.807
13.434,14.403
12.472,15.764
13.093,15.389
12.975,15.837
12.260,15.336
13.944,15.020
12.886,15.617
12.602,14.622
13.106,14.617
12.402,15.464
13.915,15.983
13.524,14.642
12.127,15.975
12.078,14.162
13.709,15.722
12.577,15.777
12.537,15.208
13.241,15.316
12.641,14.784
12.699,14.841
12.997,15.036
13.643,15.925
12.938,14.809
12.005,14.374
13.239,14.204
13.216,15.703
12.936,14.359
12.106,15.679
12.955,14.831
12.015,15.240
12.592,14.386
13.676,14.111
13.929,14.013
13.417,14.417
12.235,15.969
13.276,16.619
13.417,17.675
12.560,17.072
12.582,16.278
13.426,17.533
12.782,16.672
12.047,17.912
13.990,16.815
13.919,16.601
13.379,17.139
12.881,17.675
12.966,17.876
12.397,17.283
13.682,17.096
12.672,16.550
13.925,17.290
12.168,17.286
13.672,17.296
13.071,17.835
12.197,17.386
13.278,17.354
12.467,16.329
12.472,17.854
12.283,16.228
12.832,16.307
13.207,17.972
13.958,16.123
13.369,17.084
12.562,16.332
13.185,16.794
12.491,17.759
12.076,16.156
13.648,16.521
13.229,16.001
13.362,16.148
12.474,16.557
12.789,16.656
12.338,17.543
13.884,17.858
13.335,16.539
13.525,17.256
13.562,16.466
12.339,17.802
12.647,17.965
12.803,17.858
13.137,17.508
12.172,16.654
13.363,17.038
12.802,17.563
12.865,19.957
13.435,18.512
12.418,19.278
13.998,19.821
13.749,18.748
13.486,18.811
12.980,18.750
13.491,19.469
12.876,19.817
12.932,18.490
13.961,19.538
12.568,18.023
13.550,19.702
12.824,18.404
12.776,19.469
13.530,19.218
12.670,19.393
13.103,19.986
13.346,18.098
13.757,18.792
13.370,18.437
12.294,18.166
13.361,18.927
13.034,18.531
12.898,19.286
12.456,18.531
12.785,19.883
12.113,18.552
13.748,19.901
13.370,18.742
13.615,18.047
12.542,19.849
12.047,18.601
13.990,18.195
12.887,18.629
13.731,19.076
13.181,19.168
13.137,19.936
12.937,18.195
13.272,19.589
12.685,18.196
13.442,18.829
12.904,18.143
12.510,18.734
12.370,18.694
12.544,19.964
13.495,18.429
13.364,19.387
13.712,19.935
15.536,1.324
14.984,1.546
14.397,1.742
14.476,1.561
14.655,0.699
14.477,0.746
14.136,1.353
14.609,1.933
14.235,0.851
14.417,0.524
15.642,1.417
15.365,0.732
14.895,0.927
14.341,1.337
14.331,1.320
15.692,1.811
14.990,0.122
15.890,0.584
15.044,1.421
15.862,0.297
15.303,1.593
15.064,1.832
14.368,0.094
14.355,1.943
14.991,0.628
15.733,0.295
14.204,1.015
15.995,0.727
14.781,1.053
14.393,0.555
14.592,0.702
15.328,0.708
15.416,1.900
14.172,0.544
15.774,0.307
15.255,0.122
15.346,0.321
14.093,1.768
15.523,1.647
14.919,1.737
15.680,0.751
15.576,1.784
15.706,1.502
14.835,1.457
14.376,0.323
14.201,0.928
14.108,0.150
15.272,1.168
15.688,0.531
14.710,3.287
15.503,2.155
15.888,3.841
14.863,3.145
15.272,3.931
15.970,3.409
14.610,2.889
14.083,2.375
14.983,2.387
14.468,2.417
15.772,3.760
15.664,3.283
14.630,2.365
15.655,3.841
15.490,3.794
14.496,2.452
